RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
371,1.48,0.00,254.00
372,1.48,0.00,256.00
373,1.48,0.00,254.00
374,1.48,0.00,256.00
375,1.47,0.00,253.00
376,1.47,0.00,256.00
377,1.47,0.00,254.00
378,1.47,0.00,256.00
379,1.47,0.00,252.00
380,1.47,0.00,256.00
381,1.47,0.00,252.00
382,1.47,0.00,256.00
383,1.46,0.00,252.00
384,1.46,0.00,256.00
385,1.46,0.00,253.00
386,1.46,0.00,256.00
387,1.46,0.00,254.00
388,1.46,0.00,252.00
389,1.46,0.00,254.00
390,1.46,0.00,256.00
391,1.46,0.00,252.00
392,1.46,0.00,249.00
393,1.47,0.00,246.00
394,1.47,0.00,124.50
395,1.47,0.00,126.50
396,1.47,0.00,256.00
397,1.47,0.00,254.00
398,1.47,0.00,256.00
399,1.47,0.00,253.00
400,1.47,0.00,256.00
401,1.46,0.00,253.00
402,1.47,0.00,249.00
403,1.47,0.00,126.00
404,1.47,0.00,256.00
405,1.46,0.00,252.00
406,1.46,0.00,256.00
407,1.46,0.00,254.00
408,1.46,0.00,256.00
409,1.46,0.00,255.00
410,1.46,0.00,253.00
411,1.46,0.00,255.00
412,1.46,0.00,256.00
413,1.46,0.00,252.00
414,1.46,0.00,256.00
415,1.46,0.00,253.00
416,1.46,0.00,256.00
417,1.45,0.00,253.00
418,1.45,0.00,256.00
419,1.45,0.00,253.00
420,1.45,0.00,256.00
421,1.45,0.00,253.00
422,1.45,0.00,256.00
423,1.45,0.00,253.00
424,1.45,0.00,251.00
425,1.46,0.00,250.00
426,1.46,0.00,251.00
427,1.47,0.00,249.00
428,1.48,0.00,247.00
429,1.48,0.00,125.00
430,1.48,0.00,84.00
431,1.48,0.00,127.00
432,1.48,0.00,256.00
433,1.47,0.00,255.00
434,1.47,0.00,256.00
435,1.47,0.00,253.00
436,1.47,0.00,256.00
437,1.47,0.00,253.00
438,1.47,0.00,250.00
439,1.47,0.00,253.00
440,1.47,0.00,256.00
441,1.47,0.00,254.00
442,1.47,0.00,256.00
443,1.47,0.00,253.00
444,1.47,0.00,256.00
445,1.47,0.00,254.00
446,1.47,0.00,256.00
447,1.46,0.00,254.00
448,1.46,0.00,256.00
449,1.46,0.00,254.00
450,1.46,0.00,256.00
451,1.46,0.00,252.00
452,1.46,0.00,256.00
453,1.46,0.00,252.00
454,1.46,0.00,256.00
455,1.46,0.00,255.00
456,1.46,0.00,256.00
457,1.45,0.00,253.00
458,1.45,0.00,256.00
459,1.45,0.00,255.00
460,1.45,0.00,256.00
461,1.45,0.00,254.00
462,1.45,0.00,256.00
463,1.45,0.00,253.00
464,1.45,0.00,256.00
465,1.45,0.00,252.00
466,1.45,0.00,256.00
467,1.44,0.00,253.00
468,1.44,0.00,256.00
469,1.44,0.00,254.00
470,1.44,0.00,256.00
471,1.44,0.00,253.00
472,1.44,0.00,249.00
473,1.44,0.00,253.00
474,1.44,0.00,256.00
475,1.44,0.00,252.00
476,1.44,0.00,256.00
477,1.44,0.00,252.00
478,1.44,0.00,256.00
479,1.44,0.00,252.00
480,1.44,0.00,256.00
481,1.44,0.00,255.00
482,1.44,0.00,256.00
483,1.43,0.00,253.00
484,1.43,0.00,256.00
485,1.43,0.00,254.00
486,1.43,0.00,253.00
487,1.43,0.00,254.00
488,1.44,0.00,250.00
489,1.44,0.00,246.00
490,1.45,0.00,245.00
491,1.45,0.00,124.50
492,1.45,0.00,126.50
493,1.45,0.00,254.00
494,1.45,0.00,256.00
495,1.45,0.00,254.00
496,1.45,0.00,256.00
497,1.45,0.00,255.00
498,1.45,0.00,256.00
499,1.45,0.00,253.00
500,1.45,0.00,252.00
501,1.45,0.00,127.50
502,1.45,0.00,256.00
503,1.45,0.00,252.00
504,1.45,0.00,256.00
505,1.45,0.00,255.00
506,1.45,0.00,256.00
507,1.44,0.00,252.00
508,1.45,0.00,249.00
509,1.45,0.00,126.50
510,1.45,0.00,125.00
511,1.45,0.00,123.50
512,1.46,0.00,122.00
513,1.46,0.00,123.50
514,1.46,0.00,125.00
515,1.46,0.00,253.00
516,1.46,0.00,256.00
517,1.46,0.00,252.00
518,1.46,0.00,256.00
519,1.46,0.00,254.00
520,1.46,0.00,256.00
521,1.46,0.00,252.00
522,1.46,0.00,256.00
523,1.45,0.00,254.00
524,1.46,0.00,251.00
525,1.46,0.00,254.00
526,1.46,0.00,256.00
527,1.45,0.00,254.00
528,1.45,0.00,256.00
529,1.45,0.00,254.00
530,1.45,0.00,252.00
531,1.46,0.00,249.00
532,1.46,0.00,125.50
533,1.46,0.00,127.00
534,1.46,0.00,256.00
535,1.46,0.00,254.00
536,1.46,0.00,256.00
537,1.46,0.00,253.00
538,1.46,0.00,249.00
539,1.46,0.00,245.00
540,1.46,0.00,124.00
541,1.46,0.00,126.00
542,1.46,0.00,256.00
543,1.46,0.00,254.00
544,1.46,0.00,256.00
545,1.46,0.00,254.00
546,1.46,0.00,256.00
547,1.46,0.00,254.00
548,1.46,0.00,256.00
549,1.46,0.00,253.00
550,1.46,0.00,256.00
551,1.46,0.00,254.00
552,1.46,0.00,256.00
553,1.45,0.00,254.00
554,1.45,0.00,256.00
555,1.45,0.00,254.00
556,1.45,0.00,256.00
557,1.45,0.00,254.00
558,1.45,0.00,252.00
559,1.45,0.00,254.00
560,1.46,0.00,251.00
561,1.46,0.00,126.50
562,1.46,0.00,125.00
563,1.46,0.00,126.50
564,1.46,0.00,256.00
565,1.46,0.00,253.00
566,1.46,0.00,251.00
567,1.46,0.00,253.00
568,1.46,0.00,256.00
569,1.46,0.00,253.00
570,1.46,0.00,256.00
571,1.46,0.00,252.00
572,1.46,0.00,256.00
573,1.46,0.00,255.00
574,1.46,0.00,256.00
575,1.45,0.00,254.00
576,1.45,0.00,256.00
577,1.45,0.00,254.00
578,1.45,0.00,256.00
579,1.45,0.00,254.00
580,1.45,0.00,256.00
581,1.45,0.00,255.00
582,1.45,0.00,252.00
583,1.46,0.00,250.00
584,1.46,0.00,125.50
585,1.46,0.00,126.50
586,1.46,0.00,252.00
587,1.46,0.00,126.50
588,1.46,0.00,256.00
589,1.45,0.00,252.00
590,1.46,0.00,249.00
591,1.46,0.00,126.50
592,1.46,0.00,256.00
593,1.45,0.00,252.00
594,1.45,0.00,256.00
595,1.45,0.00,254.00
596,1.45,0.00,251.00
597,1.45,0.00,126.50
598,1.45,0.00,256.00
599,1.45,0.00,255.00
600,1.45,0.00,256.00
601,1.45,0.00,254.00
602,1.45,0.00,252.00
603,1.45,0.00,127.00
604,1.45,0.00,126.50
605,1.45,0.00,255.00
606,1.45,0.00,253.00
607,1.45,0.00,255.00
608,1.45,0.00,256.00
609,1.45,0.00,252.00
610,1.45,0.00,251.00
611,1.45,0.00,252.00
612,1.45,0.00,256.00
613,1.45,0.00,252.00
614,1.45,0.00,249.00
615,1.46,0.00,248.00
616,1.46,0.00,126.00
617,1.46,0.00,126.50
618,1.46,0.00,256.00
619,1.45,0.00,254.00
620,1.45,0.00,256.00
621,1.45,0.00,254.00
622,1.45,0.00,256.00
623,1.45,0.00,255.00
624,1.45,0.00,256.00
625,1.45,0.00,254.00
626,1.45,0.00,256.00
627,1.45,0.00,253.00
628,1.45,0.00,256.00
629,1.45,0.00,253.00
630,1.45,0.00,249.00
631,1.45,0.00,126.00
632,1.45,0.00,256.00
633,1.45,0.00,253.00
634,1.45,0.00,256.00
635,1.45,0.00,255.00
636,1.45,0.00,256.00
637,1.45,0.00,253.00
638,1.45,0.00,256.00
639,1.44,0.00,253.00
640,1.45,0.00,250.00
641,1.45,0.00,126.50
642,1.44,0.00,126.00
643,1.45,0.00,124.00
644,1.45,0.00,125.50
645,1.45,0.00,126.00
646,1.44,0.00,124.50
647,1.45,0.00,123.50
648,1.45,0.00,124.50
649,1.45,0.00,126.00
650,1.45,0.00,256.00
651,1.44,0.00,255.00
652,1.44,0.00,256.00
653,1.44,0.00,252.00
654,1.44,0.00,256.00
655,1.44,0.00,253.00
656,1.44,0.00,256.00
657,1.44,0.00,252.00
658,1.44,0.00,256.00
659,1.44,0.00,252.00
660,1.44,0.00,256.00
