RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
835,28.60,0.00,6.71
836,28.60,0.00,6.47
837,28.60,0.00,6.73
838,28.59,0.00,6.60
839,28.59,0.00,6.31
840,28.59,0.00,6.44
841,28.59,0.00,6.69
842,28.58,0.00,6.62
843,28.58,0.00,6.35
844,28.54,0.00,6.62
845,28.56,0.00,6.87
846,28.56,0.00,7.13
847,28.58,0.00,7.36
848,28.61,0.00,7.14
849,28.61,0.00,6.93
850,28.63,0.00,6.73
851,28.63,0.00,6.80
852,28.63,0.00,6.50
853,28.63,0.00,6.24
854,28.58,0.00,6.50
855,28.58,0.00,6.75
856,28.58,0.00,6.47
857,28.58,0.00,6.71
858,28.58,0.00,6.94
859,28.56,0.00,7.25
860,28.55,0.00,7.19
861,28.55,0.00,7.06
862,28.60,0.00,6.81
863,28.60,0.00,7.06
864,28.60,0.00,7.25
865,28.60,0.00,6.88
866,28.60,0.00,6.67
867,28.60,0.00,6.37
868,28.60,0.00,6.56
869,28.54,0.00,6.88
870,28.54,0.00,7.00
871,28.54,0.00,6.67
872,28.49,0.00,6.61
873,28.49,0.00,6.37
874,28.49,0.00,6.58
875,28.44,0.00,6.83
876,28.40,0.00,7.12
877,28.40,0.00,7.75
878,28.40,0.00,7.35
879,28.40,0.00,7.00
880,28.40,0.00,6.74
881,28.47,0.00,6.53
882,28.47,0.00,6.74
883,28.42,0.00,7.06
884,28.42,0.00,6.79
885,28.44,0.00,7.00
886,28.44,0.00,6.74
887,28.48,0.00,6.94
888,28.48,0.00,7.17
889,28.44,0.00,7.47
890,28.44,0.00,7.17
891,28.44,0.00,6.95
892,28.44,0.00,6.70
893,28.38,0.00,6.95
894,28.38,0.00,7.11
895,28.41,0.00,6.89
896,28.36,0.00,7.11
897,28.33,0.00,7.41
898,28.30,0.00,7.75
899,28.35,0.00,7.50
900,28.35,0.00,7.69
901,28.33,0.00,8.13
902,28.33,0.00,7.69
903,28.29,0.00,8.13
904,28.32,0.00,8.43
905,28.30,0.00,9.00
906,28.30,0.00,8.57
907,28.30,0.00,9.08
908,28.32,0.00,9.58
909,28.32,0.00,9.83
910,28.33,0.00,9.75
911,28.36,0.00,9.50
912,28.40,0.00,10.18
913,28.45,0.00,10.80
914,28.52,0.00,10.60
915,28.59,0.00,10.30
916,28.66,0.00,9.90
917,28.74,0.00,9.70
918,28.82,0.00,9.40
919,28.90,0.00,9.20
920,28.90,0.00,9.60
921,28.90,0.00,9.09
922,28.90,0.00,10.40
923,28.90,0.00,9.73
924,28.93,0.00,9.45
925,28.96,0.00,9.27
926,29.04,0.00,9.09
927,29.11,0.00,8.91
928,29.21,0.00,8.55
929,29.21,0.00,8.08
930,29.21,0.00,7.54
931,29.21,0.00,7.69
932,29.22,0.00,7.54
933,29.22,0.00,7.14
934,29.24,0.00,7.46
935,29.33,0.00,7.15
936,29.33,0.00,6.86
937,29.33,0.00,6.67
938,29.33,0.00,6.93
939,29.33,0.00,7.13
940,29.32,0.00,7.36
941,29.41,0.00,7.07
942,29.41,0.00,6.73
943,29.41,0.00,6.87
944,29.39,0.00,7.21
945,29.39,0.00,6.80
946,29.39,0.00,7.07
947,29.39,0.00,6.75
948,29.39,0.00,6.53
949,29.38,0.00,6.41
950,29.37,0.00,6.75
951,29.37,0.00,6.47
952,29.37,0.00,6.22
953,29.37,0.00,6.00
954,29.37,0.00,6.11
955,29.33,0.00,6.33
956,29.33,0.00,6.39
957,29.33,0.00,6.53
958,29.33,0.00,6.76
959,29.33,0.00,6.88
960,29.33,0.00,7.00
961,29.33,0.00,6.94
962,29.33,0.00,6.61
963,29.34,0.00,6.82
964,29.34,0.00,7.44
965,29.34,0.00,7.18
966,29.34,0.00,6.83
967,29.34,0.00,7.35
968,29.34,0.00,7.94
969,29.36,0.00,7.69
970,29.36,0.00,7.94
971,29.36,0.00,8.19
972,29.36,0.00,7.82
973,29.37,0.00,8.12
974,29.37,0.00,7.71
975,29.37,0.00,8.38
